id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,room_size,total_baths,total_area,total_porch_area,age
793,905452050,30,RL,50.0,9340,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,TA,1,SBrkr,672,0,0,672,1.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,234.0,TA,TA,N,0,113,0,0,0,0,None,None,None,0,8,2009,WD ,113000,168.0,2.0,1578.0,113,68
1429,906424010,80,RL,73.48551236749117,11454,1,None,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,1,SBrkr,1511,0,0,1511,1.0,0.0,2,0,3,1,Gd,Typ,1,Fa,Attchd,Fin,811.0,TA,TA,Y,168,42,0,0,0,0,None,None,None,0,2,2008,WD ,225000,251.83333333333334,3.0,3723.0,210,13
648,535352090,30,RL,80.0,8480,1,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,TA,1,SBrkr,793,0,0,793,1.0,0.0,1,0,2,1,Fa,Typ,0,None,Detchd,Unf,240.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD ,113000,198.25,2.0,1826.0,0,64
279,908103350,80,RL,65.0,6305,1,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,1,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,Typ,1,Fa,Detchd,Unf,352.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD ,125200,219.2,2.0,2456.0,0,35
1705,528142050,60,RL,82.0,9709,1,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,778.0,Unf,0.0,140.0,918.0,GasA,Ex,1,SBrkr,958,1142,0,2100,1.0,0.0,2,1,3,1,Ex,Typ,2,Gd,BuiltIn,Fin,786.0,TA,TA,Y,172,104,0,0,0,0,None,None,None,0,9,2007,New,319500,262.5,4.0,3804.0,276,0
1257,535380050,50,RL,60.0,10930,1,Grvl,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,580.0,Unf,0.0,333.0,913.0,GasA,TA,1,FuseA,1048,510,0,1558,1.0,0.0,1,1,3,1,TA,Typ,1,TA,Attchd,Unf,288.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD ,140000,259.6666666666667,3.0,2759.0,0,63
2894,916325040,20,RL,73.48551236749117,50102,1,None,IR1,Low,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,6,5,1958,1958,Gable,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,909.0,Unf,0.0,723.0,1632.0,GasA,TA,1,SBrkr,1650,0,0,1650,1.0,0.0,1,0,2,1,TA,Typ,2,Gd,Attchd,Unf,518.0,TA,TA,Y,0,0,0,0,138,0,None,None,None,0,3,2006,WD ,250764,275.0,2.0,3800.0,138,48
1062,528142020,60,RL,74.0,8899,1,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Ex,TA,PConc,Gd,TA,Av,GLQ,40.0,Unf,0.0,908.0,948.0,GasA,Ex,1,SBrkr,948,1140,0,2088,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,Fin,656.0,TA,TA,Y,100,24,0,0,0,0,None,None,None,0,6,2008,WD ,250000,208.8,3.0,3692.0,124,1
1729,528218020,60,RL,65.0,10237,1,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,1,SBrkr,768,768,0,1536,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,400.0,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,6,2007,WD ,176000,256.0,3.0,2704.0,138,2
1925,535177110,20,RL,80.0,9736,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289.0,TA,TA,CBlock,TA,TA,No,BLQ,668.0,Rec,138.0,525.0,1331.0,GasA,Gd,1,SBrkr,1721,0,0,1721,0.0,0.0,1,0,4,1,TA,Typ,3,TA,Attchd,Unf,464.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD ,174850,215.125,1.0,3516.0,0,50
415,527455050,160,RL,24.0,2364,1,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,320.0,Unf,0.0,484.0,804.0,GasA,TA,1,SBrkr,804,744,0,1548,0.0,1.0,2,1,3,1,TA,Typ,1,TA,Detchd,Unf,440.0,TA,TA,Y,108,0,0,0,0,0,None,None,None,0,7,2009,WD ,147000,221.14285714285714,3.5,2792.0,108,31
78,531452020,120,RL,55.0,7892,1,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,1,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,TA,Typ,1,TA,Attchd,Unf,264.0,TA,TA,Y,28,0,0,0,0,0,None,None,None,0,4,2010,WD ,99500,183.6,2.0,2100.0,28,31
428,528108040,60,RL,95.0,12350,1,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,986.0,Unf,0.0,379.0,1365.0,GasA,Ex,1,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,Ex,Typ,1,Gd,Attchd,RFn,864.0,TA,TA,Y,0,197,0,0,0,0,None,None,None,0,7,2009,New,398800,336.25,4.0,4919.0,197,0
1756,528280110,60,RL,62.0,7917,1,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,1,SBrkr,953,694,0,1647,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,460.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,8,2007,WD ,175000,235.28571428571428,3.0,3060.0,40,8
1280,535456100,20,RL,60.0,7200,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,TA,1,FuseA,825,0,0,825,0.0,1.0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,350.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD ,109500,206.25,1.5,2000.0,0,54
1928,535181030,20,RL,73.48551236749117,12155,1,None,IR3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,LwQ,1237.0,Unf,0.0,420.0,1657.0,GasA,Gd,1,SBrkr,1657,0,0,1657,0.0,1.0,2,0,3,1,TA,Typ,1,TA,Attchd,Unf,484.0,TA,TA,Y,0,0,0,0,147,0,None,None,None,0,3,2007,WD ,163500,236.71428571428572,2.5,3798.0,147,37
2671,903200050,30,RL,73.48551236749117,7446,1,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266.0,Unf,0.0,522.0,788.0,GasA,TA,1,FuseA,788,0,0,788,0.0,0.0,1,0,2,1,TA,Typ,2,TA,None,None,0.0,None,None,Y,0,0,0,0,0,0,None,GdWo,None,0,4,2006,WD ,100000,197.0,1.0,1576.0,0,65
2501,533125120,60,RL,105.0,11025,1,None,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,0.0,216.0,1334.0,GasA,Ex,1,SBrkr,1520,1306,0,2826,1.0,0.0,2,1,3,1,Gd,Typ,3,TA,Attchd,RFn,888.0,TA,TA,Y,177,208,186,0,0,0,None,None,None,0,10,2006,WD ,334000,314.0,4.0,5048.0,385,14
225,905106170,20,RL,65.0,7832,1,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,775.0,Unf,0.0,89.0,864.0,GasA,Ex,1,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,280.0,TA,TA,Y,226,0,0,0,0,0,None,None,None,0,5,2010,WD ,137250,216.0,2.0,2008.0,226,42
2317,527108010,60,RL,134.0,19378,1,None,IR1,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57.0,Unf,0.0,1335.0,1392.0,GasA,Ex,1,SBrkr,1392,1070,0,2462,1.0,0.0,2,1,4,1,Gd,Typ,1,Gd,Attchd,RFn,576.0,TA,TA,Y,239,132,0,168,0,0,None,None,None,0,3,2006,New,320000,273.55555555555554,4.0,4430.0,539,1
160,535401080,20,RL,73.48551236749117,9830,1,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,258.0,733.0,1063.0,GasA,Ex,1,SBrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,Gd,Typ,1,Gd,Detchd,Fin,576.0,TA,TA,Y,364,17,0,0,182,0,None,None,None,0,3,2010,WD ,162000,183.85714285714286,2.0,2926.0,563,51
100,533213030,20,FV,73.48551236749117,4403,1,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,1,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,Gd,Typ,1,Gd,Attchd,Fin,484.0,TA,TA,Y,0,144,0,0,0,0,None,None,None,0,6,2010,New,222000,211.14285714285714,4.0,3432.0,144,1
482,528250040,60,RL,73.48551236749117,8174,1,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,494.0,Unf,0.0,204.0,698.0,GasA,Ex,1,SBrkr,698,644,0,1342,1.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,393.0,TA,TA,Y,100,56,0,0,0,0,None,None,None,0,5,2009,WD ,178000,191.71428571428572,4.0,2433.0,156,6
177,902128170,30,RM,60.0,7200,1,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,TA,Gd,CBlock,TA,TA,No,BLQ,510.0,Unf,0.0,278.0,788.0,GasA,TA,1,SBrkr,804,0,0,804,1.0,0.0,1,0,2,1,Gd,Typ,2,Gd,Attchd,Unf,240.0,TA,TA,Y,0,0,154,0,0,0,None,MnPrv,None,0,2,2010,WD ,119000,201.0,2.0,1832.0,0,70
1971,535477130,60,RL,69.0,7590,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540.0,Unf,0.0,324.0,864.0,GasA,TA,1,SBrkr,876,936,0,1812,0.0,0.0,2,0,4,1,TA,Typ,1,TA,Attchd,RFn,264.0,TA,TA,Y,0,168,0,0,0,0,None,None,None,0,7,2007,WD ,169500,226.5,2.0,2940.0,168,45
484,528275070,60,RL,73.48551236749117,8795,1,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,652.0,952.0,GasA,Ex,1,SBrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,Fin,554.0,TA,TA,Y,224,54,0,0,0,0,None,None,None,0,4,2009,WD ,236000,282.0,3.0,3762.0,278,9
1561,911370490,120,RM,44.0,3843,1,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,1,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,525.0,TA,TA,Y,162,53,0,153,0,0,None,None,None,0,8,2008,New,294464,329.6,3.5,3769.0,368,1
992,526354070,60,RL,85.0,11075,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500.0,LwQ,276.0,176.0,952.0,GasA,TA,1,SBrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,TA,Typ,2,Gd,Attchd,Unf,576.0,TA,TA,Y,280,0,0,0,0,0,None,None,None,0,6,2008,WD ,206900,234.66666666666666,3.0,3640.0,280,39
73,531367050,60,RL,76.0,10142,1,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,1,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,Gd,Typ,0,None,BuiltIn,RFn,618.0,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,1,2010,WD ,233000,260.5,4.0,3658.0,45,6
2646,902110130,30,RM,56.0,7741,1,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,143.0,Rec,72.0,817.0,1032.0,GasA,Gd,0,FuseA,1032,0,0,1032,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,280.0,TA,TA,Y,0,0,112,0,0,0,None,MnPrv,None,0,6,2006,COD,108000,206.4,1.0,2344.0,0,82
994,527106050,60,RL,65.0,8139,1,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,TA,TA,PConc,Gd,TA,No,ALQ,476.0,Unf,0.0,204.0,680.0,GasA,Gd,1,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,420.0,TA,TA,Y,192,49,0,0,0,0,None,None,None,0,10,2008,WD ,165000,210.0,3.0,2570.0,241,13
2138,907200270,20,RL,45.0,8982,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,539.0,Unf,0.0,501.0,1040.0,GasA,TA,1,SBrkr,1040,0,0,1040,0.0,0.0,1,1,3,1,TA,Typ,0,None,Detchd,Unf,748.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2007,WD ,134900,208.0,2.0,2828.0,0,30
2013,903231050,45,RM,51.0,6120,1,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Ex,1,SBrkr,884,0,0,884,0.0,0.0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,240.0,TA,TA,Y,0,0,136,0,0,0,None,MnPrv,None,0,7,2007,WD ,113000,176.8,1.0,2008.0,0,68
2126,907135080,20,RL,70.0,16561,1,None,IR2,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,548.0,1097.0,GasA,Ex,1,SBrkr,1097,0,0,1097,1.0,0.0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,242.0,TA,TA,Y,306,0,0,0,0,0,None,GdPrv,None,0,7,2007,WD ,147900,182.83333333333334,3.0,2436.0,306,11
898,908229020,30,RL,56.0,4060,1,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,Typ,0,None,None,None,0.0,None,None,Y,0,96,0,0,0,0,None,None,None,0,7,2009,WD ,99900,216.0,1.0,1728.0,96,87
1048,527453160,160,RL,24.0,2308,1,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,286.0,LwQ,294.0,275.0,855.0,GasA,Gd,1,SBrkr,855,601,0,1456,0.0,0.0,2,1,4,1,TA,Typ,0,None,Attchd,RFn,460.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD ,143000,208.0,3.0,2771.0,0,33
2676,903231070,50,RM,52.0,6240,1,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,1,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,528.0,TA,TA,Y,112,0,0,0,0,0,None,MnPrv,Shed,400,9,2006,WD ,114500,136.0,1.0,2160.0,112,72
2498,532378220,20,RL,73.48551236749117,8789,1,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,659.0,Unf,0.0,253.0,912.0,GasA,TA,1,SBrkr,941,0,0,941,0.0,0.0,1,0,3,1,TA,Typ,1,Po,Attchd,Unf,288.0,TA,TA,Y,64,0,0,0,0,0,None,None,None,0,6,2006,WD ,129200,156.83333333333334,1.0,2141.0,64,39
1560,911370410,120,RM,64.0,5587,1,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,Ex,1,SBrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,482.0,TA,TA,Y,162,53,0,153,0,0,None,None,None,0,11,2008,New,392500,330.4,3.5,3734.0,368,0
296,909427230,70,RL,66.0,9042,1,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275.0,Unf,0.0,877.0,1152.0,GasA,Ex,1,SBrkr,1188,1152,0,2340,0.0,0.0,2,0,4,1,Gd,Typ,2,Gd,Attchd,RFn,252.0,TA,TA,Y,0,60,0,0,0,0,None,GdPrv,Shed,2500,5,2010,WD ,266500,260.0,2.0,3744.0,60,69
354,527161040,80,RL,57.0,8923,1,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,189.0,Unf,0.0,195.0,384.0,GasA,Gd,1,SBrkr,751,631,0,1382,0.0,0.0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,396.0,TA,TA,Y,256,0,0,0,0,0,None,None,None,0,2,2009,WD ,177500,197.42857142857142,3.0,2162.0,256,11
970,923201100,20,RL,75.0,12518,1,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,TA,No,ALQ,532.0,Unf,0.0,476.0,1008.0,GasA,Gd,1,SBrkr,1008,0,0,1008,0.0,0.0,1,0,3,1,Gd,Typ,0,None,Attchd,Unf,384.0,TA,TA,Y,144,0,0,0,0,0,None,MnPrv,None,0,4,2009,WD ,139500,168.0,1.0,2400.0,144,41
884,907420040,60,RL,85.0,11069,1,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,1,SBrkr,608,788,0,1396,0.0,0.0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,440.0,TA,TA,Y,100,36,0,0,0,0,None,None,None,0,7,2009,WD ,170000,232.66666666666666,3.0,2444.0,136,2
1894,534403290,60,RL,80.0,8800,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,TA,No,ALQ,414.0,Unf,0.0,431.0,845.0,GasA,Ex,1,SBrkr,845,1309,0,2154,0.0,0.0,2,1,5,1,TA,Typ,1,Gd,Attchd,RFn,539.0,TA,TA,Y,0,0,0,0,161,0,None,MnPrv,None,0,7,2007,WD ,224500,269.25,3.0,3538.0,161,43
450,528168030,60,RL,96.0,13262,1,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,1,SBrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,Gd,Typ,1,Gd,BuiltIn,Fin,730.0,TA,TA,Y,114,40,0,0,0,0,None,None,None,0,6,2009,WD ,290000,240.0,4.0,4212.0,154,6
2031,903450060,50,RM,73.48551236749117,7758,1,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224.0,Unf,0.0,816.0,1040.0,GasA,Ex,1,FuseF,1226,592,0,1818,0.0,0.0,1,1,4,1,TA,Typ,2,TA,Detchd,Unf,240.0,TA,TA,Y,0,0,0,0,184,0,None,None,None,0,6,2007,WD ,169500,259.7142857142857,2.0,3098.0,184,76
949,914465055,20,RL,43.0,12118,1,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1710.0,1710.0,GasA,Ex,1,SBrkr,1710,0,0,1710,0.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,550.0,TA,TA,Y,100,48,0,0,180,0,None,None,None,0,4,2009,WD ,240000,244.28571428571428,2.0,3970.0,328,5
1907,534476080,20,RL,80.0,9600,1,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,Ex,1,SBrkr,1150,0,0,1150,1.0,0.0,1,0,2,1,TA,Typ,0,None,Attchd,Fin,288.0,TA,TA,Y,0,0,0,0,175,0,None,MnPrv,None,0,10,2007,WD ,144000,191.66666666666666,2.0,2516.0,175,52
